Q1,Q5_2A1,Q5_2A2,Q5_2A3,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_1B9,Q10_1B10,Q10_1B11,Q10_1B12,Q10_1B13,Q10_1B14,Q10_1B15,Q10_1B16,Q10_1B17,Q10_2A1,Q10_2A2,Q10_2A3,Q14_1T,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,ID,D_MON,D_COU1,D_GEN,D_AGE,D_Q5_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A10,Q15_2A12,Q16,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q14_2_10,D_YEAR
2.0,6.0,12.0,3.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,500.0,1.0,,3.0,1.0,1.0,1.0,4.0,1002.0,1.0,17.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,,,,,3.0,2018-01
2.0,1.0,2.0,7.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,청담동/압구정동,420.29,2.0,,3.0,2.0,2.0,1.0,1.0,1002.0,2.0,97.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,,2.0,,,,2.0,2018-02
1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,코엑스,,2331.0,3.0,,5.0,4.0,3.0,1.0,1.0,1002.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,,2.0,2018-03
30.0,1.0,2.0,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,,,,명동/남대문/북창,해운대 일대,,574.1999999999999,3.0,,2.0,4.0,1.0,1.0,1.0,1002.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,,,,,1.0,2018-04
3.0,1.0,11.0,5.0,2.0,14.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,591.584,2.0,,4.0,3.0,1.0,1.0,1.0,1002.0,5.0,5.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,,,,,2.0,2018-05
1.0,1.0,2.0,10.0,1.0,8.0,2.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,광화문광장,2049.6,,4.0,5.0,4.0,1.0,1.0,1.0,1002.0,6.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-06
2.0,3.0,2.0,11.0,4.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,신촌/홍대주변,668.715,2.0,,4.0,3.0,1.0,3.0,1.0,1002.0,7.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,,3.0,,,2.0,2018-07
3.0,2.0,6.0,10.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,가로수길,명동/남대문/북창,1226.25,2.0,,5.0,3.0,1.0,1.0,1.0,1002.0,8.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,2.0,2018-08
7.0,2.0,1.0,3.0,1.0,7.0,,1.0,,,,,,,,,,,,,,,,,한강/유람선,명동/남대문/북창,광화문광장,2116.4,3.0,,5.0,4.0,3.0,1.0,1.0,1002.0,9.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,,,,2.0,2018-09
3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,1787.19,2.0,,5.0,4.0,1.0,1.0,1.0,1002.0,10.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,2.0,2018-10
5.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,신촌/홍대주변,1525.875,2.0,,5.0,4.0,1.0,1.0,1.0,1002.0,11.0,5.0,2.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,2.0,2018-11
1.0,3.0,13.0,,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",신촌/홍대주변,385.64,2.0,,3.0,3.0,2.0,1.0,1.0,1003.0,1.0,7.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,,,3.0,,,1.0,2018-01
1.0,2.0,1.0,3.0,2.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,1425.0209999999995,1.0,,5.0,4.0,3.0,1.0,1.0,1003.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,4.0,3.0,4.0,5.0,,2.0,,,,2.0,2018-02
10.0,3.0,2.0,5.0,1.0,8.0,9.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",동대문 패션타운,2457.576,4.0,,5.0,4.0,1.0,1.0,1.0,1003.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,,,,,2.0,2018-04
10.0,1.0,2.0,5.0,1.0,4.0,8.0,1.0,,,4.0,,,,8.0,9.0,,,,,,,,,춘천 (남이섬),광화문광장,동대문 패션타운,1881.6,,4.0,5.0,4.0,4.0,1.0,1.0,1003.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,1.0,2018-05
4.0,1.0,2.0,11.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,종로/청계,477.96,3.0,,3.0,4.0,1.0,1.0,1.0,1003.0,6.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,,3.0,,,2.0,2018-06
1.0,12.0,13.0,7.0,3.0,8.0,5.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,잠실,송도,1056.21,,4.0,4.0,3.0,1.0,1.0,1.0,1003.0,8.0,5.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,,2.0,,,,2.0,2018-08
5.0,3.0,2.0,1.0,2.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,신촌/홍대주변,327.47,,1.0,3.0,3.0,1.0,1.0,1.0,1003.0,9.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,3.0,,,2.0,2018-09
1.0,1.0,4.0,8.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,1162.4000000000003,2.0,,5.0,4.0,2.0,1.0,1.0,1003.0,10.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,,,3.0,,,1.0,2018-10
3.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,종로/청계,559.0,2.0,,2.0,3.0,4.0,1.0,1.0,1003.0,11.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,3.0,2018-11
5.0,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,광화문광장,한강/유람선,신촌/홍대주변,698.75,3.0,,1.0,3.0,3.0,1.0,1.0,1003.0,12.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,2.0,2018-12
10.0,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,코엑스,강남역,,356.6,2.0,,1.0,3.0,2.0,1.0,1.0,1004.0,1.0,1.0,1.0,6.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,1.0,,,,,1.0,2018-01
2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,"이태원 (이태원 세계 음식거리, 한남동)",명동/남대문/북창,2072.902,3.0,,5.0,4.0,3.0,1.0,1.0,1004.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,2.0,2018-02
5.0,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,잠실,,1809.675,5.0,,4.0,4.0,1.0,1.0,1.0,1004.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,,,,,3.0,2018-03
7.0,1.0,5.0,8.0,1.0,5.0,9.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",동대문 패션타운,5710.1,3.0,,5.0,4.0,3.0,1.0,1.0,1004.0,4.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,3.0,2018-04
1.0,,,,2.0,6.0,5.0,1.0,,,,,,,,,,11.0,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,672.0,,3.0,4.0,1.0,1.0,1.0,1.0,1004.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,,,,1.0,2018-05
10.0,1.0,2.0,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,한강/유람선,,1276.8000000000002,3.0,,5.0,4.0,2.0,1.0,1.0,1004.0,6.0,5.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,2.0,,,,3.0,2018-06
1.0,2.0,1.0,12.0,2.0,5.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,신촌/홍대주변,1602.3,,4.0,5.0,1.0,1.0,1.0,1.0,1004.0,7.0,5.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,2.0,,,,1.0,2018-07
1.0,3.0,5.0,13.0,8.0,7.0,2.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,송도,1187.01,,4.0,4.0,4.0,1.0,1.0,1.0,1004.0,8.0,5.0,1.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,2.0,,,,2.0,2018-08
3.0,1.0,2.0,3.0,1.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",신촌/홍대주변,1537.9,3.0,,5.0,4.0,2.0,1.0,1.0,1004.0,9.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,2.0,2018-09
10.0,2.0,5.0,10.0,2.0,,,1.0,,,4.0,,,,,,,,,,,,,,강남역,명동/남대문/북창,동대문 패션타운,1278.64,2.0,,5.0,4.0,2.0,1.0,1.0,1004.0,10.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,2.0,,,,2.0,2018-10
2.0,2.0,1.0,3.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,3016.8,1.0,,5.0,3.0,1.0,1.0,1.0,1004.0,11.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,1.0,2018-11
1.0,1.0,2.0,3.0,2.0,4.0,7.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,2405.0,4.0,,5.0,4.0,2.0,1.0,1.0,1004.0,12.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,,,,1.0,2018-12
4.0,,,,11.0,2.0,,,,,,,,,8.0,,,,,,,,,,"평택시 송탄 (국제 중앙시장, 신장 쇼핑몰)",,,463.58,2.0,,3.0,2.0,1.0,1.0,1.0,1005.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,0.0,5.0,4.0,4.0,0.0,4.0,1.0,,,,,2.0,2018-01
6.0,3.0,1.0,2.0,3.0,10.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,740.1333333333333,3.0,,4.0,3.0,3.0,1.0,1.0,1005.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,,2.0,,,,2.0,2018-02
1.0,,,,11.0,1.0,10.0,,,,,,,,8.0,,,,,,,,,,수원 화성,,,1225.35,3.0,,5.0,3.0,1.0,1.0,1.0,1005.0,3.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,4.0,,2.0,2018-03
2.0,,,,6.0,,,,,,,,,,8.0,,,,,,,,,,한국민속촌,,,983.268,4.0,,1.0,4.0,1.0,1.0,1.0,1005.0,4.0,5.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,4.0,,2.0,2018-04
10.0,1.0,2.0,3.0,1.0,3.0,8.0,1.0,,,4.0,,,,,9.0,,,,,,,,,명동/남대문/북창,동대문 패션타운,광화문광장,873.6,,4.0,3.0,1.0,1.0,1.0,1.0,1005.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,5.0,3.0,2018-05
1.0,4.0,7.0,2.0,4.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,코엑스,1318.3968,2.0,,5.0,4.0,4.0,1.0,1.0,1005.0,6.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,,,,,2.0,2018-06
3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,4.0,,,,8.0,,,,,,,,,,월미도,명동/남대문/북창,종로/청계,1157.5473,,3.0,4.0,4.0,1.0,1.0,1.0,1005.0,8.0,5.0,1.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,,,3.0,,,2.0,2018-08
6.0,2.0,1.0,13.0,2.0,6.0,10.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,광화문광장,,1810.2175,1.0,,5.0,3.0,1.0,1.0,1.0,1005.0,9.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,2.0,2018-09
5.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,1816.25,5.0,,4.0,3.0,1.0,1.0,2.0,1005.0,10.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,2.0,,,,1.0,2018-10
2.0,2.0,1.0,3.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,신촌/홍대주변,604.8,1.0,,1.0,4.0,3.0,1.0,1.0,1005.0,11.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,,,,,2.0,2018-11
3.0,1.0,10.0,2.0,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,청담동/압구정동,812.5,,3.0,4.0,4.0,1.0,1.0,1.0,1005.0,12.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,2.0,,,,1.0,2018-12
2.0,2.0,1.0,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,731.03,,3.0,4.0,3.0,1.0,1.0,1.0,1006.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,,,,2.0,2018-01
2.0,13.0,1.0,4.0,4.0,8.0,10.0,1.0,2.0,,,,,,,,,,,,,,,,해운대 일대,명동/남대문/북창,광화문광장,2321.385,5.0,,4.0,4.0,4.0,4.0,1.0,1006.0,2.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,,,3.0,,,2.0,2018-02
3.0,2.0,6.0,7.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,여의도 (63빌딩),834.75,2.0,,4.0,4.0,3.0,1.0,1.0,1006.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,2.0,2018-03
1.0,1.0,,,5.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,코엑스,가로수길,1358.8,4.0,,4.0,4.0,2.0,1.0,3.0,1006.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,,2.0,,,,3.0,2018-04
1.0,3.0,2.0,10.0,2.0,5.0,7.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,신촌/홍대주변,1780.7999999999995,,4.0,5.0,1.0,1.0,1.0,1.0,1006.0,5.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,,3.0,2018-05
2.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,강남역,명동/남대문/북창,신촌/홍대주변,3578.5750000000003,2.0,,5.0,4.0,2.0,1.0,1.0,1006.0,6.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,,,3.0,,,2.0,2018-06
1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,여의도 (63빌딩),공항주변 (바닷가)/인천대교/용궁사,2416.53,,4.0,5.0,4.0,1.0,1.0,1.0,1006.0,8.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,,,,1.0,2018-08
1.0,1.0,2.0,3.0,7.0,4.0,1.0,1.0,,,,,,,8.0,9.0,,,,,,,,,동대문 패션타운,잠실,춘천 (남이섬),1507.61,,4.0,5.0,1.0,1.0,1.0,1.0,1006.0,9.0,5.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,4.0,,2.0,2018-09
1.0,,,,6.0,11.0,9.0,1.0,,,4.0,,,,,,,,,,,,,,동대문 패션타운,송도,명동/남대문/북창,1477.7010000000002,3.0,,4.0,4.0,2.0,1.0,2.0,1006.0,10.0,2.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,,,,4.0,,1.0,2018-10
5.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,종로/청계,코엑스,동대문 패션타운,528.45,2.0,,3.0,3.0,1.0,1.0,1.0,1006.0,12.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,,2.0,,,,2.0,2018-12
1.0,13.0,,,2.0,4.0,6.0,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,종로/청계,에버랜드,211.73125,1.0,,2.0,3.0,1.0,1.0,2.0,1007.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,2.0,,,,2.0,2018-01
5.0,11.0,1.0,2.0,1.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",1335.4119999999998,2.0,,5.0,4.0,1.0,1.0,1.0,1007.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,,,,,2.0,2018-02
3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",잠실,4260.375,2.0,,5.0,4.0,1.0,1.0,1.0,1007.0,3.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,2.0,,,,2.0,2018-03
10.0,1.0,2.0,11.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,한강/유람선,985.82859375,3.0,,4.0,4.0,1.0,1.0,1.0,1007.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,,,3.0,,,2.0,2018-04
1.0,1.0,3.0,10.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,잠실,1093.235,3.0,,1.0,4.0,4.0,1.0,1.0,1007.0,5.0,2.0,1.0,3.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,,3.0,,,2.0,2018-05
5.0,6.0,2.0,12.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,잠실,강남역,명동/남대문/북창,2375.23,3.0,,5.0,4.0,2.0,1.0,1.0,1007.0,6.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,2.0,2018-06
10.0,,,,8.0,5.0,7.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,612.95,1.0,,4.0,3.0,1.0,1.0,3.0,1007.0,7.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,,2.0,,,,2.0,2018-07
1.0,3.0,7.0,2.0,8.0,5.0,3.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,공항주변 (바닷가)/인천대교/용궁사,1896.6,,4.0,5.0,3.0,1.0,1.0,1.0,1007.0,8.0,5.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,,2.0,,,,1.0,2018-08
1.0,1.0,5.0,10.0,1.0,8.0,4.0,1.0,,,,,,,8.0,9.0,,,,,,,,,명동/남대문/북창,춘천 (남이섬),한국민속촌,845.0,,3.0,4.0,3.0,1.0,1.0,1.0,1007.0,9.0,5.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,,,3.0,,,1.0,2018-09
5.0,2.0,1.0,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,강남역,3235.540400000001,2.0,,5.0,4.0,1.0,1.0,1.0,1007.0,10.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,,,,,2.0,2018-10
2.0,1.0,4.0,5.0,8.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,코엑스,동대문 패션타운,1015.625,3.0,,4.0,4.0,1.0,1.0,1.0,1007.0,12.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,,3.0,,,2.0,2018-12
1.0,1.0,2.0,6.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,코엑스,신촌/홍대주변,356.6,1.0,,3.0,3.0,1.0,1.0,1.0,1008.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,,,3.0,,,1.0,2018-01
4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,코엑스,신촌/홍대주변,8881.6,2.0,,5.0,4.0,4.0,1.0,1.0,1008.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,1.0,,,,,2.0,2018-02
1.0,5.0,11.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,1821.75,2.0,,5.0,4.0,1.0,1.0,1.0,1008.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,2.0,2018-03
1.0,1.0,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,코엑스,5351.225,4.0,,5.0,4.0,3.0,1.0,1.0,1008.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,,2.0,2018-04
2.0,2.0,,,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,2013.44,,3.0,5.0,1.0,1.0,1.0,1.0,1008.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,,,3.0,,,1.0,2018-05
1.0,1.0,2.0,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,여의도 (63빌딩),광화문광장,신촌/홍대주변,790.4325,3.0,,3.0,4.0,1.0,1.0,1.0,1008.0,6.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,3.0,,,2.0,2018-06
10.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,1515.0,3.0,,5.0,4.0,2.0,1.0,1.0,1008.0,7.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,2.0,2018-07
