Q1,Q5_2A1,Q5_2A2,Q5_2A3,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_1B9,Q10_1B10,Q10_1B11,Q10_1B12,Q10_1B13,Q10_1B14,Q10_1B15,Q10_1B16,Q10_1B17,Q10_2A1,Q10_2A2,Q10_2A3,Q14_1T,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,ID,D_MON,D_COU1,D_GEN,D_AGE,D_Q5_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A10,Q15_2A12,Q16,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q14_2_10,D_YEAR
1.0,13.0,1.0,,4.0,,,,,,4.0,,,,,,,,,,,,,,309.0,,,9.71125,1.0,,1.0,2.0,1.0,1.0,1.0,917.0,3.0,10.0,2.0,3.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,3.0,4.0,3.0,5.0,2.0,,2.0,,,,1.0,2018-03
1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,용두산/자갈치,해운대 일대,명동/남대문/북창,2365.3,4.0,,5.0,4.0,1.0,1.0,1.0,917.0,4.0,4.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,3.0,2018-04
3.0,1.0,2.0,3.0,3.0,8.0,2.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),신촌/홍대주변,잠실,700.7,,3.0,3.0,3.0,1.0,1.0,1.0,917.0,5.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,,2.0,,,,1.0,2018-05
3.0,12.0,2.0,3.0,2.0,8.0,8.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),명동/남대문/북창,종로/청계,711.645,2.0,,4.0,4.0,1.0,1.0,1.0,917.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,,,3.0,,,1.0,2018-06
12.0,,,,2.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,가로수길,강남역,명동/남대문/북창,2980.0,5.0,,4.0,4.0,5.0,1.0,1.0,917.0,8.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,5.0,1.0,,,,,2.0,2018-08
1.0,10.0,4.0,13.0,4.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,"이태원 (이태원 세계 음식거리, 한남동)",543.83,2.0,,4.0,4.0,1.0,1.0,1.0,918.0,3.0,10.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,,2.0,,,,1.0,2018-03
4.0,,,,11.0,2.0,3.0,1.0,,3.0,,,,,,,,,,,,,,,명동/남대문/북창,"동성로 (근대골목, 김광석길, 약령시)",강남역,500.0,2.0,,2.0,3.0,2.0,1.0,1.0,918.0,4.0,9.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,1.0,,,,,2.0,2018-04
4.0,1.0,2.0,10.0,8.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,가로수길,잠실,동대문 패션타운,465.61317,3.0,,2.0,3.0,2.0,1.0,1.0,918.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,,,3.0,,,1.0,2018-05
1.0,,,,2.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,599.28,3.0,,2.0,4.0,3.0,1.0,1.0,918.0,6.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,5.0,1.0,,,,,3.0,2018-06
15.0,,,,11.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,청담동/압구정동,코엑스,강남역,1505.9300000000003,4.0,,5.0,4.0,2.0,1.0,1.0,918.0,8.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,1.0,,,,,1.0,2018-08
2.0,,,,11.0,,,,,,4.0,,,,,,,,,,,,,,송도,,,359.456,3.0,,1.0,4.0,1.0,1.0,1.0,918.0,9.0,10.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,1.0,,,,,1.0,2018-09
1.0,13.0,,,8.0,,,,,,4.0,,,,,,,,,,,,,,파라다이스 시티호텔 &리조트,,,46.836,1.0,,1.0,2.0,1.0,1.0,1.0,918.0,10.0,10.0,1.0,6.0,1.0,1.0,5.0,0.0,5.0,0.0,5.0,3.0,5.0,5.0,5.0,5.0,,2.0,,,,3.0,2018-10
1.0,4.0,10.0,3.0,4.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,광화문광장,484.01249999999993,2.0,,2.0,4.0,2.0,1.0,1.0,918.0,11.0,11.0,2.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,2.0,,,,1.0,2018-11
2.0,,,,11.0,2.0,3.0,1.0,,,,,,,8.0,,,,,,,,,,종로/청계,광화문광장,동대문 패션타운,1368.6903,1.0,,5.0,4.0,3.0,1.0,1.0,918.0,12.0,15.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,0.0,4.0,,,,4.0,,1.0,2018-12
1.0,,,,14.0,4.0,,,,,4.0,,,,,9.0,,,,,,,,,"대관령, 강릉, 평창",,,1442.814285714286,3.0,,1.0,4.0,4.0,1.0,1.0,919.0,3.0,10.0,1.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,,2.0,,,,4.0,2018-03
1.0,4.0,10.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,종로/청계,590.0,2.0,,4.0,3.0,1.0,1.0,1.0,919.0,4.0,9.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,,,,,1.0,2018-04
2.0,,,,8.0,2.0,4.0,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",수원 화성,1213.542,4.0,,3.0,4.0,2.0,1.0,1.0,919.0,6.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,,,,4.0,,2.0,2018-06
17.0,,,,11.0,2.0,,1.0,,,,,,,,,,,,,,,,,여의도 (63빌딩),코엑스,,1542.6600000000003,5.0,,3.0,4.0,3.0,1.0,1.0,919.0,8.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,5.0,1.0,,,,,1.0,2018-08
1.0,1.0,3.0,,2.0,3.0,4.0,1.0,,,,,,,,,,,,,,,16.0,,[제주],잠실,동대문 패션타운,1051.6,3.0,,4.0,4.0,3.0,1.0,1.0,919.0,9.0,10.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,,3.0,,,1.0,2018-09
1.0,1.0,4.0,2.0,2.0,4.0,,1.0,2.0,,,,,,,,,,,,,,,,용궁사/기장,감천문화마을,명동/남대문/북창,506.25,3.0,,1.0,4.0,1.0,1.0,1.0,919.0,11.0,9.0,1.0,6.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,,2.0,,,,2.0,2018-11
1.0,,,,2.0,11.0,,1.0,,,,,,,,,,,,,,,,,강남역,,,652.642,3.0,,3.0,4.0,1.0,1.0,1.0,920.0,3.0,97.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,,,,4.0,,3.0,2018-03
1.0,,,,5.0,11.0,4.0,1.0,2.0,,,,6.0,7.0,,,,,,,,,,,잠실,종로/청계,명동/남대문/북창,1240.0,4.0,,4.0,4.0,1.0,1.0,1.0,920.0,4.0,9.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,,,,,1.0,2018-04
3.0,,,,2.0,11.0,,,,,,,,,,,,11.0,,,,,,,천안 (독립 기념관),,,936.375,4.0,,3.0,3.0,1.0,1.0,1.0,920.0,6.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,,,,,1.0,2018-06
1.0,1.0,3.0,10.0,3.0,2.0,7.0,1.0,,,4.0,,,,,,,,,,,,,,코엑스,명동/남대문/북창,한강/유람선,1018.35704,2.0,,5.0,3.0,2.0,1.0,1.0,920.0,8.0,18.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,,2.0,,,,1.0,2018-08
1.0,3.0,4.0,6.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,종로/청계,신촌/홍대주변,명동/남대문/북창,331.755,2.0,,1.0,3.0,1.0,1.0,2.0,920.0,10.0,10.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,3.0,,,2.0,2018-10
1.0,6.0,10.0,1.0,14.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,종로/청계,,70.0,1.0,,2.0,2.0,1.0,1.0,1.0,920.0,12.0,9.0,2.0,5.0,2.0,4.0,4.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-12
5.0,1.0,2.0,10.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,청담동/압구정동,동대문 패션타운,명동/남대문/북창,1760.0,3.0,,5.0,4.0,2.0,1.0,1.0,921.0,3.0,97.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,1.0,2018-03
4.0,6.0,5.0,2.0,7.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,코엑스,명동/남대문/북창,강남역,148.98,1.0,,2.0,2.0,1.0,1.0,1.0,921.0,4.0,6.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-04
1.0,3.0,1.0,2.0,5.0,2.0,4.0,1.0,,,4.0,,,,,9.0,,,,,,,,,춘천 (남이섬),"설악산, 속초, 양양 (설악산 국립공원)",명동/남대문/북창,1319.237315,,5.0,4.0,3.0,1.0,1.0,1.0,921.0,6.0,18.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,2.0,,,,2.0,2018-06
3.0,,,,11.0,,,1.0,,,,,,,8.0,,,,,,,,,,잠실,강남역,코엑스,1158.8200800000002,4.0,,4.0,4.0,1.0,1.0,1.0,921.0,8.0,18.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,0.0,4.0,5.0,3.0,4.0,5.0,1.0,,,,,3.0,2018-08
4.0,,,,3.0,8.0,2.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),명동/남대문/북창,종로/청계,2281.457,5.0,,5.0,4.0,2.0,1.0,1.0,921.0,9.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,3.0,2018-09
3.0,,,,4.0,5.0,11.0,,2.0,,,,,,,,,,,,,,,,용궁사/기장,용두산/자갈치,해운대 일대,940.623,4.0,,1.0,3.0,1.0,1.0,1.0,921.0,10.0,10.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,2.0,2018-10
1.0,10.0,1.0,4.0,4.0,5.0,8.0,1.0,2.0,3.0,,,6.0,,,,,,,,,,16.0,,[제주],이월드 (83타워),명동/남대문/북창,2357.55,4.0,,5.0,4.0,3.0,1.0,1.0,921.0,11.0,4.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,0.0,3.0,,2.0,,,,1.0,2018-11
1.0,13.0,,,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,,40.0,1.0,,1.0,2.0,1.0,1.0,1.0,921.0,12.0,9.0,2.0,4.0,1.0,5.0,5.0,0.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,1.0,,,,,1.0,2018-12
1.0,4.0,4.0,10.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,강남역,445.74,3.0,,2.0,4.0,1.0,1.0,1.0,922.0,3.0,8.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,,3.0,,,1.0,2018-03
1.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),신촌/홍대주변,명동/남대문/북창,2118.6,,5.0,5.0,1.0,1.0,1.0,1.0,922.0,4.0,6.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,,2.0,,,,1.0,2018-04
2.0,3.0,10.0,13.0,3.0,5.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,태종대,해운대 일대,감천문화마을,809.0279999999999,3.0,,4.0,4.0,1.0,1.0,1.0,922.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,1.0,,,,,2.0,2018-05
1.0,3.0,1.0,11.0,2.0,1.0,8.0,1.0,,,4.0,,,,,9.0,,,,,,,16.0,,춘천 (남이섬),명동/남대문/북창,동대문 패션타운,1369.4505,,4.0,4.0,3.0,1.0,1.0,1.0,922.0,6.0,18.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,2.0,,,,1.0,2018-06
1.0,1.0,3.0,,2.0,4.0,5.0,1.0,,,,,,,,9.0,,,,,,,16.0,,[제주],"설악산, 속초, 양양 (설악산 국립공원)",명동/남대문/북창,1200.0,,4.0,4.0,1.0,1.0,1.0,1.0,922.0,8.0,18.0,1.0,3.0,1.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,,2.0,,,,1.0,2018-08
3.0,1.0,2.0,3.0,10.0,3.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,가로수길,1297.442,3.0,,4.0,4.0,2.0,1.0,1.0,922.0,9.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,,,3.0,,,3.0,2018-09
3.0,,,,12.0,13.0,,,,,4.0,,,,8.0,,,,,,,,,,수원 화성,,,203.112,2.0,,1.0,3.0,1.0,1.0,1.0,922.0,11.0,4.0,1.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,,,,,1.0,2018-11
1.0,1.0,4.0,3.0,5.0,4.0,5.0,1.0,2.0,,,,,,,,,,,,,,16.0,,용두산/자갈치,[제주],명동/남대문/북창,1476.3450000000005,3.0,,4.0,4.0,3.0,1.0,1.0,923.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,,2.0,,,,1.0,2018-03
1.0,1.0,2.0,3.0,2.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,종로/청계,잠실,명동/남대문/북창,1380.2999999999995,,4.0,4.0,1.0,1.0,1.0,1.0,923.0,4.0,6.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,,,3.0,,,1.0,2018-04
1.0,6.0,10.0,2.0,4.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,잠실,동대문 패션타운,명동/남대문/북창,1369.4505,,4.0,3.0,4.0,1.0,1.0,1.0,923.0,6.0,18.0,2.0,4.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,0.0,5.0,,2.0,,,,1.0,2018-06
1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,종로/청계,812.7235,2.0,,4.0,4.0,2.0,1.0,1.0,923.0,9.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,,2.0,,,,2.0,2018-09
3.0,2.0,1.0,3.0,2.0,8.0,6.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,코엑스,종로/청계,954.1818,4.0,,4.0,4.0,2.0,1.0,1.0,923.0,11.0,4.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,,2.0,,,,1.0,2018-11
2.0,,,,1.0,3.0,11.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,강남역,1197.87624,4.0,,2.0,4.0,1.0,1.0,1.0,924.0,3.0,13.0,1.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,,,,,1.0,2018-03
1.0,2.0,1.0,4.0,8.0,4.0,2.0,1.0,,,,,,,,9.0,,,,,,,,17.0,동대문 패션타운,종로/청계,춘천 (남이섬),1643.3406,,4.0,5.0,1.0,1.0,1.0,1.0,924.0,5.0,18.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-05
2.0,6.0,7.0,10.0,5.0,2.0,7.0,1.0,,,,,,,,9.0,,,,,,,,,명동/남대문/북창,춘천 (남이섬),코엑스,900.0,3.0,,4.0,4.0,3.0,1.0,1.0,924.0,6.0,18.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,,,1.0,2018-06
10.0,,,,3.0,4.0,2.0,,,,,,,7.0,,,,,,,,,,,대왕암공원 (일산 해수욕장),,,1942.6572,5.0,,3.0,4.0,1.0,1.0,1.0,924.0,9.0,4.0,1.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,1.0,,,,,3.0,2018-09
1.0,2.0,,,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,이화여대,580.32,2.0,,4.0,4.0,2.0,1.0,1.0,924.0,11.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,,,,1.0,2018-11
1.0,13.0,2.0,1.0,2.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,명동/남대문/북창,종로/청계,650.0,2.0,,3.0,4.0,1.0,1.0,1.0,925.0,3.0,9.0,2.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,2.0,2.0,,2.0,,,,1.0,2018-03
3.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,,,,,,,,,,,,,,,16.0,,종로/청계,[제주],명동/남대문/북창,806.7874999999999,3.0,,3.0,4.0,3.0,1.0,1.0,925.0,5.0,8.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,,,3.0,,,1.0,2018-05
1.0,3.0,5.0,4.0,5.0,3.0,2.0,1.0,,,4.0,,,,,9.0,,,,,,,16.0,,명동/남대문/북창,[제주],춘천 (남이섬),1050.0,3.0,,4.0,4.0,2.0,1.0,1.0,925.0,6.0,18.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,1.0,,,,,1.0,2018-06
1.0,4.0,10.0,4.0,3.0,8.0,5.0,1.0,,,4.0,,,,8.0,,,,,,,,,,한국민속촌,종로/청계,명동/남대문/북창,526.24572,3.0,,3.0,4.0,1.0,1.0,1.0,925.0,11.0,9.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,2.0,3.0,,,2.0,2018-11
2.0,13.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,종로/청계,,,50.0,1.0,,1.0,2.0,1.0,1.0,1.0,926.0,3.0,9.0,1.0,4.0,2.0,5.0,5.0,0.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,,,3.0,,,1.0,2018-03
2.0,,,,2.0,11.0,,,,,4.0,,,,,,,,,,,,,,송도,,,360.0,3.0,,1.0,3.0,1.0,1.0,1.0,926.0,5.0,9.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,0.0,3.0,5.0,5.0,0.0,5.0,,,3.0,,,1.0,2018-05
1.0,,,,4.0,11.0,2.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,,1055.0,4.0,,3.0,3.0,2.0,1.0,2.0,927.0,3.0,97.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,1.0,,,,,1.0,2018-03
1.0,5.0,4.0,6.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,종로/청계,"노량진 (노량진 수산시장, 사육신묘)",970.0,3.0,,3.0,4.0,3.0,1.0,1.0,928.0,11.0,9.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,,,,,2.0,2018-11
2.0,10.0,1.0,13.0,3.0,8.0,2.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,"이태원 (이태원 세계 음식거리, 한남동)",명동/남대문/북창,2000.0,3.0,,5.0,4.0,1.0,1.0,3.0,930.0,11.0,9.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,,3.0,,,3.0,2018-11
1.0,6.0,3.0,3.0,14.0,3.0,2.0,1.0,,,,,,,,9.0,,,,,,,,,"이태원 (이태원 세계 음식거리, 한남동)",춘천 (남이섬),명동/남대문/북창,413.767926,3.0,,1.0,3.0,1.0,1.0,1.0,931.0,11.0,17.0,1.0,2.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,,2.0,,,,1.0,2018-11
1.0,1.0,2.0,6.0,1.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,한강/유람선,,346.545,1.0,,3.0,3.0,1.0,1.0,1.0,1001.0,1.0,7.0,1.0,6.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,,,,3.0,2018-01
4.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,"이태원 (이태원 세계 음식거리, 한남동)",1499.4003280000002,3.0,,5.0,4.0,1.0,1.0,1.0,1001.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,2.0,2018-02
4.0,3.0,5.0,,1.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,코엑스,명동/남대문/북창,강남역,1937.25,2.0,,5.0,4.0,1.0,1.0,1.0,1001.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,,,,2.0,2018-03
3.0,1.0,,,1.0,,,1.0,,,4.0,,,,,9.0,,,,,,,,,코엑스,,,3509.0,4.0,,5.0,4.0,3.0,1.0,1.0,1001.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,,,,,4.0,2018-04
2.0,4.0,12.0,10.0,3.0,2.0,8.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),광화문광장,명동/남대문/북창,2180.64,,4.0,5.0,1.0,1.0,1.0,1.0,1001.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,,3.0,,,1.0,2018-05
3.0,1.0,2.0,3.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,광화문광장,1038.24,2.0,,5.0,4.0,1.0,1.0,1.0,1001.0,6.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,3.0,,,2.0,2018-06
1.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,잠실,광화문광장,1042.7376,,4.0,3.0,2.0,1.0,1.0,1.0,1001.0,7.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,,,,1.0,2018-07
4.0,2.0,5.0,6.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,청담동/압구정동,동대문 패션타운,1226.25,2.0,,5.0,3.0,1.0,1.0,1.0,1001.0,8.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,3.0,,,2.0,2018-08
4.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,가로수길,명동/남대문/북창,신촌/홍대주변,1015.95,2.0,,5.0,4.0,1.0,1.0,1.0,1001.0,9.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,,3.0,,,2.0,2018-09
5.0,6.0,2.0,1.0,5.0,2.0,7.0,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,코엑스,청담동/압구정동,1743.6000000000004,4.0,,5.0,4.0,2.0,1.0,1.0,1001.0,10.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,,,,,1.0,2018-10
1.0,2.0,1.0,7.0,10.0,5.0,7.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,617.5,,2.0,4.0,4.0,1.0,1.0,1.0,1001.0,11.0,5.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,,,,2.0,2018-11
1.0,1.0,3.0,4.0,10.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,한강/유람선,종로/청계,942.5,,4.0,4.0,3.0,1.0,1.0,1.0,1001.0,12.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,1.0,2018-12
